"NUTS3","Live_in","Sex","Age","Edu","Children","Garden_size","Pond","G_experience","Garden_type","Garea_Vege","Garea_Herb","Garea_Frui","Garea_Grap","Garea_Orna","Garea_Egree","Garea_Lawn","Garea_Undis","Habi_Beau","Habi_Cons","Habi_Mone","Habi_Produ","Moti_Pastime","Knowledge_Plant","Knowledge_Bird","Knowledge_Insect","Mowing","Unmowpatch","Plat_Oplants","Get_Seeds_Plants","Fertiliser","Herbic","Growing","Pesticide","Observing_polli","Support_Polli","Polli_Friendly","Biodiw_Network","NOMowMay","Information","ID"
"HU231","City","Female","Over 55","Middle",0,"Large",0,"Long ago","House garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature in my country;Supermarkets","I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio;Other","ID_49"
"HU211","Countryside","Female","36-55","Middle",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"Very often",1,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;TV, radio","ID_50"
"HU120","City","Female","Over 55","High",1,"Small",0,"Long ago","Flower garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;Other","ID_51"
"HU311","City","Female","Over 55","High",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;Supermarkets","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"No","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_52"
"HU120","Town","Female","36-55","High",0,"Small",0,"Newly","Flower garden",1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Ants","Creating artificial habitats;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms","ID_53"
"HU312","Countryside","Male","36-55","High",1,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Webshops","I use synthetic fertilizer;I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Bumblebees;Honeybees;Other wild bees","Providing food sources",0,"Maybe","Did not joint","Gardening journals/magazines, books;Internet","ID_54"
"HU311","City","Female","36-55","High",1,"Large",0,"Middle","Orchard",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use animal manure",0,"Only for own use","Conventional pesticides/synthetic pesticides;Eco/Bio/Green labelled pesticides","Butterflies;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",0,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_55"
"HU331","Town","Male","36-55","High",1,"Small",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets","I use compost",1,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_56"
"HU311","City","Male","Under 36","Middle",0,"Small",0,"Newly","Kitchen garden",1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,"Very often",0,1,"Markets or producers/growers;Supermarkets","I do not fertilize",0,"Only for own use","No","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Other flies","I do not support them actively",0,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_57"
"HU321","Countryside","Female","Over 55","High",0,"Large",1,"Long ago","CG and other",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends;I get them from people who I do not know","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_58"
"HU120","City","Female","36-55","High",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Webshops","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Jointed","Other","ID_59"
"HU313","Countryside","Female","Over 55","High",0,"Large",0,"Long ago","Kitchen garden",1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,"Rarely",1,1,"I collect the seeds from my garden;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Jointed","Internet;Social media platforms;Consulting with professional gardeners/agronomists","ID_60"
"HU321","Countryside","Female","36-55","High",1,"Large",0,"Newly","House garden",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"Often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Supermarkets;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Consulting with other garden owners","ID_61"
"HU232","Countryside","Female","36-55","Middle",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,"Very often",0,1,"Supermarkets","I use animal manure",1,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Beetles","I do not support them actively",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_62"
"HU231","City","Female","36-55","High",1,"Medium",0,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"Very often",0,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Collecting in nature abroad;Supermarkets;Webshops","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Providing food sources",0,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_63"
"HU331","Countryside","Female","Under 36","High",1,"Medium",0,"Middle","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Collecting in nature in my country;Webshops;I get them from friends","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Jointed","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists;TV, radio","ID_64"
"HU120","City","Female","36-55","High",1,"Small",0,"Newly","CG and other",1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Markets or producers/growers;Collecting in nature in my country;Supermarkets;I get them from friends","I use animal manure;I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms","ID_65"
"HU120","Countryside","Male","36-55","High",1,"Large",1,"Middle","Flower garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Often",1,1,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;I get them from friends","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms;Self-training groups;Consulting with other garden owners;Consulting with professional gardeners/agronomists","ID_66"
"HU120","Countryside","Male","36-55","High",1,"Large",0,"Newly","Flower garden",1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,"Very often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Supermarkets;Webshops","I use compost",0,"Only for own use","No","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not heard about it","Internet;Social media platforms;Consulting with professional gardeners/agronomists;TV, radio","ID_67"
"HU321","Town","Male","Over 55","Middle",0,"Medium",0,"Long ago","Kitchen garden",1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,"Very often",1,1,"I collect the seeds from my garden;Supermarkets","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;TV, radio;Other","ID_68"
"HU120","Countryside","Female","36-55","High",0,"Medium",0,"Long ago","Kitchen garden",1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,"Rarely",1,0,"I collect the seeds from my garden;Seed exchange;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use animal manure",0,"Both for own use and sale","No","Butterflies;Bumblebees;Other wild bees;Ants;Hoverflies;Other flies;Beetles","I do not support them actively",1,"Yes","Jointed","Internet;Self-training groups;Consulting with other garden owners","ID_69"
"HU323","City","Female","36-55","Middle",0,"Small",1,"Long ago","House garden",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,"Very often",1,1,"Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers;Webshops","I use animal manure;I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Other wild bees;Wasps;Ants;Other flies;Beetles","Creating/preserving natural habitats;Providing food sources;Water sources",1,"Maybe","Did not heard about it","Gardening journals/magazines, books;Internet;Social media platforms","ID_70"
"HU120","Countryside","Male","36-55","High",0,"Medium",0,"Newly","Kitchen garden",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,"Very often",1,1,"I collect the seeds from my garden;Shops specialised in farming and gardening e.g. horticulture shops, gardencentres;Markets or producers/growers","I use compost",0,"Only for own use","Conventional pesticides/synthetic pesticides","Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies","Creating artificial habitats",0,"Maybe","Did not heard about it","Internet;Social media platforms;Consulting with other garden owners","ID_71"
"HU213","Countryside","Female","Over 55","High",1,"Medium",0,"Long ago","House garden",1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,"Often",1,1,"Webshops","I use synthetic fertilizer;I use compost",0,"Only for own use","Self-made pesticides, home practices","Butterflies;Honeybees;Wasps","I do not support them actively",1,"Maybe","Did not heard about it","Internet;Self-training groups","ID_72"
"HU120","Countryside","Male","Over 55","High",0,"Large",0,"Long ago","House garden",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Very often",1,1,"I collect the seeds from my garden;Collecting in nature in my country;Supermarkets;Webshops;I get them from friends","I use compost",0,"Only for own use","Eco/Bio/Green labelled pesticides;Self-made pesticides, home practices","Butterflies;Bumblebees;Honeybees;Other wild bees;Wasps;Ants;Hoverflies;Other flies;Beetles","Creating/preserving natural habitats;Creating artificial habitats;Providing food sources;Water sources",1,"Yes","Did not joint","Gardening journals/magazines, books;Internet;Social media platforms;Other","ID_73"
